Year,Brand,Model,Title,Mile,Price,Transmition,EXT_COLOR,INT_COLOR,Derivtrain,zipcode
2002,Chevrolet,Astro,USED,113448,4000,Automatic,Blue,Gray,RWD,92521
2008,Mercedes-Benz,CL 550,USED,50000,21500,Automatic,Blue,Brown,RWD,92521
2008,Chrysler,Sebring Limited,USED,72000,5495,Automatic,Gold,Beige,FWD,92521
2017,Lincoln,MKC Select,USED,22580,18990,Automatic,Black,Black,AWD,92521
2005,Chrysler,Crossfire Limited,USED,46896,7998,Automatic,Red,Black,RWD,92521
2013,Hyundai,Genesis Coupe 2.0T Premium,USED,41334,9999,Automatic,Black,Beige,Unknown,92521
2006,Chevrolet,Monte Carlo SS,USED,74799,9999,Automatic,Black,Black,FWD,92521
2006,INFINITI,M35,USED,128284,6490,Automatic,Beige,Beige,RWD,92521
2014,Hyundai,Genesis Coupe 2.0T Premium,USED,51000,10990,Automatic,Silver,Black,RWD,92521
2019,Dodge,Durango R/T,USED,0,31990,Automatic,Other,Other,RWD,92521
2019,Honda,Passport Touring,USED,5059,27189,Automatic,Other,Black,FWD,92521
2018,Lexus,LS 500 500,USED,2416,46978,Automatic,Gray,Gray,RWD,92521
2017,Nissan,Maxima 3.5 S,USED,32578,13990,CVT,White,Beige,FWD,92521
2012,Jaguar,XK R,USED,63939,26500,Automatic,White,Other,RWD,92521
2016,Acura,RLX Advance Package,USED,19729,20979,Automatic,White,Gray,FWD,92521
2019,Volkswagen,Atlas 3.6L SE w/Technology,USED,3560,23985,Automatic,Black,Beige,FWD,92521
2017,BMW,M240 i,USED,13388,25289,Manual,Blue,Black,RWD,92521
2019,Honda,Passport Touring,USED,2056,29489,Automatic,Black,Black,FWD,92521
2004,Chrysler,Crossfire,USED,134467,5498,Automatic,Gray,Gray,RWD,92521
2017,Mercedes-Benz,Sprinter 2500 High Roof,USED,0,85000,Automatic,Gray,Black,RWD,92521
2016,Audi,allroad 2.0T Premium Plus,USED,28898,23795,Automatic,Gray,Black,AWD,92521
2016,Audi,A7 3.0T Prestige,USED,26468,26492,Automatic,Black,Brown,AWD,92521
2018,Ford,Expedition Max Limited,USED,29439,34992,Automatic,Black,Black,RWD,92521
2015,Ford,Fusion SE,USED,54300,5995,Automatic,Gray,Other,FWD,92521
2020,Hyundai,Ioniq Hybrid SEL,NEW,0,28380,Automatic,White,Gray,FWD,92521
2018,Honda,HR-V EX,USED,11443,15889,CVT,Gray,Gray,AWD,92521
2020,BMW,X7 xDrive40i,USED,1500,77094,Automatic,White,Black,AWD,92521
2018,Honda,HR-V EX,USED,8896,16269,CVT,Silver,Gray,AWD,92521
2017,Mazda,CX-5 Touring,USED,30881,15579,Automatic,Blue,Black,FWD,92521
2020,Ford,Escape Titanium Hybrid,NEW,0,31595,CVT,Green,Beige,AWD,92521
2020,Lamborghini,Urus Base,USED,0,247900,Automatic,Gray,Gray,AWD,92521
2014,Chrysler,Town & Country Touring,USED,84720,7999,Automatic,Silver,Gray,FWD,92521
2010,Mitsubishi,Eclipse Spyder GS,USED,137227,3488,Automatic,Gray,Black,FWD,92521
2020,Chevrolet,Spark 2LT,NEW,0,15420,CVT,Blue,Black,FWD,92521
2020,Hyundai,Palisade Limited,USED,4612,45497,Automatic,Black,Beige,FWD,92521
2014,Volkswagen,CC DSG Sport PZEV,USED,18934,14888,Automatic,Black,Beige,FWD,92521
2020,Chevrolet,Spark LS,NEW,0,14195,CVT,Beige,Black,FWD,92521
2020,Chevrolet,Spark LS,NEW,0,14195,CVT,Red,Black,FWD,92521
2020,Chevrolet,Spark LS,NEW,0,14195,CVT,Gray,Black,FWD,92521
2020,Chevrolet,Spark LS,NEW,0,14195,CVT,Silver,Black,FWD,92521
2020,Chevrolet,Spark LS,NEW,0,14195,CVT,Beige,Black,FWD,92521
2020,Chevrolet,Spark LS,NEW,0,14195,CVT,Silver,Black,FWD,92521
2020,Chevrolet,Spark LS,NEW,0,14195,CVT,White,Black,FWD,92521
2020,Chevrolet,Spark LS,NEW,0,14195,CVT,Gray,Black,FWD,92521
2020,Chevrolet,Spark LS,NEW,0,14195,CVT,Red,Black,FWD,92521
2019,Dodge,Grand Caravan SE,USED,4265,14995,Automatic,Gray,Black,FWD,92521
2020,Chevrolet,Spark LS,NEW,0,14258,CVT,Blue,Black,FWD,92521
2014,Acura,ILX 2.0L,USED,61968,9000,Automatic,White,Black,FWD,92521
2019,Nissan,Kicks SV,USED,0,14850,CVT,Gray,Gray,FWD,92521
2020,Chevrolet,Spark ACTIV,NEW,0,15551,CVT,Red,Black,FWD,92521
2012,Scion,tC Release Series 7.0,USED,70754,6495,Automatic,Silver,Black,FWD,92521
2004,Mazda,RX-8 Base,USED,76727,6000,Manual,Red,Black,RWD,92521
2018,Ford,EcoSport SES,USED,7324,12980,Automatic,Black,Black,4x4/4-wheel drive,92521
2018,Alfa,Romeo Stelvio Ti,USED,12497,29685,Automatic,Gray,Black,AWD,92521
2015,Chrysler,200 Limited,USED,28162,12399,Automatic,Black,Black,FWD,92521
2015,Alfa,Romeo 4C Base,USED,9248,36995,Automatic,White,Black,RWD,92521
1993,Mazda,RX-7,USED,73968,26477,Manual,Red,Red,Unknown,92521
2019,Hyundai,Ioniq Hybrid Blue,USED,7738,16998,Automatic,Gray,Black,FWD,92521
2005,Dodge,Neon SRT-4,USED,62775,10495,Manual,Orange,Black,FWD,92521
2017,Volkswagen,Golf Alltrack TSI SEL,USED,27766,16900,Automatic,White,Other,AWD,92521
2013,Volkswagen,Jetta Hybrid SEL Premium,USED,130000,4999,Automatic,White,Beige,FWD,92521
2015,Chevrolet,Suburban 1500 LS,USED,91964,27099,Automatic,Gray,Black,4x4/4-wheel drive,92521
2020,Chevrolet,Trax LS,NEW,0,19345,Automatic,White,Gray,FWD,92521
2020,Chevrolet,Trax LS,NEW,0,19345,Automatic,Gray,Gray,FWD,92521
2020,Chevrolet,Trax LS,NEW,0,19345,Automatic,Gray,Black,FWD,92521
2017,MINI,Clubman Cooper S,USED,34422,16250,Automatic,Silver,Black,FWD,92521
2010,Acura,ZDX,USED,81262,15499,Automatic,Silver,Black,AWD,92521
2019,Honda,Insight LX,USED,28460,15499,CVT,Silver,Black,FWD,92521
2019,Jaguar,I-PACE EVV400 S,USED,9695,49500,Automatic,White,Black,AWD,92521
2020,Chevrolet,Spark LS,NEW,0,11758,CVT,Blue,Black,FWD,92521
2020,Chevrolet,Spark LS,NEW,0,11394,CVT,Red,Black,FWD,92521
2020,Chevrolet,Spark LS,NEW,0,11394,CVT,Red,Black,FWD,92521
1994,Mazda,RX-7,USED,77783,28915,Manual,Green,Brown,Unknown,92521
2020,Chevrolet,Spark 1LT,NEW,0,16128,CVT,Black,Black,FWD,92521
2019,Dodge,Grand Caravan SE,NEW,0,22306,Automatic,Blue,Black,FWD,92521
2018,Honda,Odyssey Touring,USED,15000,25995,Automatic,Black,Gray,FWD,92521
2017,Ford,Shelby GT350 Base,USED,7679,41991,Manual,Blue,Black,RWD,92521
2013,Mazda,Mazda2 Sport,USED,67814,4200,Automatic,Silver,Black,FWD,92521
2015,Nissan,Altima 2.5 S,USED,56524,6200,CVT,Silver,Gray,FWD,92521
2020,Chevrolet,Spark LS,NEW,0,12938,CVT,Red,Black,FWD,92521
2006,BMW,750 Li,USED,101402,2999,Automatic,White,Black,RWD,92521
2014,Buick,Verano Convenience,USED,75000,4700,Automatic,Other,Other,FWD,92521
2013,Hyundai,Elantra GLS,USED,42859,4795,Automatic,Silver,Gray,FWD,92521
2014,Ford,Transit Connect XLT,USED,69400,6795,Automatic,Red,Black,FWD,92521
2019,Nissan,Titan SV,NEW,0,28798,Automatic,White,Black,RWD,92521
2020,Chevrolet,Spark LS,NEW,0,11995,CVT,Black,Black,FWD,92521
2017,Kia,Forte S,USED,31645,9995,Automatic,Blue,Black,FWD,92521
2000,Volkswagen,Eurovan MV,USED,181606,3999,Automatic,Red,Gray,FWD,92521
2007,Dodge,Magnum SRT8,USED,73229,18000,Automatic,Black,Gray,RWD,92521
2017,Ford,Fusion Hybrid SE,USED,44397,10500,CVT,Gray,Black,FWD,92521
2001,Toyota,ECHO Base,USED,139510,2700,Automatic,Blue,Gray,FWD,92521
2000,Chevrolet,Astro,USED,142252,2979,Automatic,White,Gray,RWD,92521
2019,Dodge,Journey R/T,USED,11141,18498,Automatic,White,Black,FWD,92521
2013,Hyundai,Sonata GLS,USED,69259,5491,Automatic,Gray,Gray,FWD,92521
2019,Volkswagen,Atlas 3.6 V6 SE R-Line,USED,26748,25900,Automatic,Black,Black,AWD,92521
2010,Honda,Element LX,USED,67800,6999,Automatic,Gray,Beige,AWD,92521
2020,Kia,Telluride SX,USED,1976,45995,Automatic,Black,Black,AWD,92521
2019,Rolls-Royce,Cullinan Base,USED,0,348900,Automatic,White,Red,AWD,92521
1971,MG,NULL,USED,85640,11488,Manual,White,Black,Unknown,92521
2019,Audi,e-tron Premium Plus,AUDI CERTIFIED,0,59086,Automatic,Gray,Other,AWD,92521
2019,Ford,Fusion Hybrid SE,USED,8313,15495,CVT,White,Gray,FWD,92521
2014,Scion,tC,USED,53400,8995,Automatic,Silver,Gray,FWD,92521
2019,Land,Rover Range Rover Sport HSE,USED,18828,61595,Automatic,Black,Black,4x4/4-wheel drive,92521
2009,Kia,Rio5 LX,USED,49973,5750,Automatic,Black,Gray,FWD,92521
1991,Acura,Legend L,USED,108584,3450,Automatic,White,Beige,FWD,92521
2015,Hyundai,Veloster Turbo,USED,50146,8779,Automatic,Blue,Black,FWD,92521
2015,Buick,Encore Leather,USED,23635,12299,Automatic,White,Brown,FWD,92521
2017,Chrysler,300 S,USED,7412,14990,Automatic,Black,Black,RWD,92521
2020,Chevrolet,Trax LS,NEW,0,17131,Automatic,White,Black,FWD,92521
2018,Honda,HR-V EX-L w/Navigation,USED,2615,16689,CVT,Gray,Black,FWD,92521
2018,Lincoln,Continental Reserve,USED,7483,28492,Automatic,Red,Black,AWD,92521
2018,Honda,Pilot EX-L,USED,13375,24995,Automatic,Red,Beige,AWD,92521
2019,Cadillac,XTS Luxury,USED,7248,21989,Automatic,Gray,Black,FWD,92521
1999,Ford,Crown Victoria LX,USED,102111,2991,Automatic,Green,Gray,RWD,92521
2008,Toyota,Camry Solara SE,USED,108055,8498,Automatic,Red,Black,FWD,92521
2018,Toyota,C-HR XLE Premium,USED,27400,14995,Automatic,Gray,Black,FWD,92521
2015,Kia,Sportage LX,USED,102588,8499,Automatic,Gray,Black,FWD,92521
2016,Honda,Civic LX-P,USED,52054,9000,CVT,Silver,Black,FWD,92521
2018,Nissan,Sentra S,USED,25765,9995,CVT,Black,Gray,FWD,92521
2015,Chrysler,200 Limited,USED,68000,8950,Automatic,Gray,Gray,FWD,92521
2018,Honda,HR-V EX-L w/Navigation,USED,6556,16869,CVT,Gray,Gray,AWD,92521
2019,Dodge,Grand Caravan SXT,USED,9185,17889,Automatic,Red,Black,FWD,92521
2020,Chevrolet,Spark LS,NEW,0,14258,CVT,Orange,Black,FWD,92521
2014,BMW,X6 M Base,USED,0,25900,Automatic,Black,Beige,AWD,92521
2006,Jaguar,XJ8,USED,103239,4995,Automatic,Green,Beige,RWD,92521
2018,Honda,HR-V EX,USED,34872,16250,CVT,Gray,Other,AWD,92521
2020,Chevrolet,Trax LS,NEW,0,17430,Automatic,Gray,Black,FWD,92521
2015,Ford,Utility Police Interceptor Base,USED,80535,14995,Automatic,Black,Black,AWD,92521
2020,Hyundai,Palisade SEL,USED,2646,46988,Automatic,Black,Black,FWD,92521
2005,Pontiac,Grand Prix GTP,USED,168840,3975,Automatic,Black,Beige,FWD,92521
2020,Chevrolet,Spark LS,NEW,0,10915,CVT,Silver,Black,FWD,92521
2020,Chevrolet,Spark LS,NEW,0,10915,CVT,Silver,Black,FWD,92521
2020,Chevrolet,Spark LS,NEW,0,10915,CVT,Red,Black,FWD,92521
2016,Honda,Odyssey EX-L,USED,40597,17995,Automatic,Blue,Gray,FWD,92521
2010,Mercedes-Benz,SLK350,USED,59936,16975,Automatic,Gray,Gray,RWD,92521
2007,Saturn,Sky Leather Auto,USED,51033,11998,Automatic,Blue,Black,RWD,92521
2018,Chrysler,Pacifica Touring Plus,USED,16701,20499,Automatic,Silver,Black,FWD,92521
2013,Chrysler,Town & Country Limited,USED,28582,14900,Automatic,Silver,Beige,FWD,92521
2020,Chevrolet,Spark LS,NEW,0,11990,Automatic,Red,Black,FWD,92521
1999,Plymouth,Prowler,USED,35851,23877,Automatic,Black,Black,RWD,92521
2013,Dodge,Dart SXT,USED,102878,5973,Automatic,Black,Black,FWD,92521
2019,Buick,Envision Premium I,USED,1058,19500,Automatic,Gray,Black,AWD,92521
2008,Hummer,H3,USED,0,10600,Automatic,Black,Black,4x4/4-wheel drive,92521
2012,Hyundai,Equus Signature,USED,73194,13899,Automatic,Black,Black,RWD,92521
2002,INFINITI,Q45,USED,135272,2500,Automatic,Gray,Black,RWD,92521
2016,Ford,Fusion Hybrid Titanium,USED,17673,15688,CVT,Blue,Beige,FWD,92521
1990,Nissan,300ZX GS,USED,99904,6495,Automatic,Yellow,Other,RWD,92521
2003,Hummer,H1 Wagon,USED,87211,16775,Automatic,Green,Green,4x4/4-wheel drive,92521
2018,Buick,Enclave Premium,USED,0,30000,Automatic,Black,Gray,AWD,92521
2010,Chrysler,Town & Country Touring,USED,105434,6774,Automatic,White,Gray,FWD,92521
2020,Chevrolet,Trax LS,NEW,0,18757,Automatic,Gray,Black,FWD,92521
2020,Chevrolet,Trax LS,NEW,0,18757,Automatic,Gray,Black,FWD,92521
2020,Chevrolet,Trax LS,NEW,0,18979,Automatic,Black,Black,FWD,92521
2020,Chevrolet,Trax LS,NEW,0,18979,Automatic,Gray,Black,FWD,92521
2020,Chevrolet,Spark LT,NEW,0,16100,Automatic,Orange,Black,FWD,92521
2015,BMW,i3 Base w/Range Extender,USED,41023,13900,Automatic,Gray,Gray,RWD,92521
2019,Nissan,Sentra SV,NEW,0,14295,CVT,White,Gray,FWD,92521
2018,Lotus,Evora 400 Base,USED,2050,69500,Manual,Purple,Black,RWD,92521
2020,Chevrolet,Spark 2LT,NEW,0,15659,CVT,Red,Black,FWD,92521
2004,Mazda,RX-8 Sport Automatic,USED,105793,3999,Automatic,Gray,Black,RWD,92521
2004,Buick,LeSabre Limited,USED,63926,3999,Automatic,Gold,Beige,FWD,92521
2016,Nissan,Juke S,USED,29893,12944,CVT,Black,Black,AWD,92521
2015,INFINITI,QX60 Base,USED,51000,15995,CVT,Gray,Other,AWD,92521
2008,Nissan,Versa S,USED,49239,4900,Automatic,Blue,Black,FWD,92521
2018,Nissan,Rogue Sport S,USED,35562,10995,CVT,White,Other,AWD,92521
2010,Volkswagen,Tiguan Wolfsburg Edition,USED,125000,5990,Automatic,Silver,Black,FWD,92521
2013,Toyota,Sienna Limited,USED,50294,20000,Automatic,Black,Other,AWD,92521
2020,Hyundai,Accent SEL,NEW,0,17713,CVT,White,Beige,FWD,92521
2012,Chevrolet,Cruze 1LT,USED,70000,2999,Automatic,Blue,Black,FWD,92521
1989,Volvo,240 DL,USED,159139,1795,Other / Unknown,White,Black,RWD,92521
2005,Chrysler,Crossfire Limited,USED,55040,4995,Automatic,Gray,Red,RWD,92521
2009,Pontiac,G8 GT,USED,80189,9795,Automatic,Black,Black,RWD,92521
2020,Hyundai,Palisade Limited,USED,5288,44959,Automatic,Red,Black,FWD,92521
2020,Chevrolet,Spark LS,NEW,0,12356,CVT,White,Black,FWD,92521
2020,Honda,Fit LX,NEW,0,16733,Manual,Silver,Black,FWD,92521
2015,Chrysler,Town & Country Touring-L,USED,30718,14450,Automatic,Gray,Black,FWD,92521
2016,Mercedes-Benz,Maybach S S 600,USED,25600,81997,Automatic,Black,Black,RWD,92521
2017,Chrysler,200 Limited,USED,25242,10295,Automatic,Gray,Black,FWD,92521
2020,Chevrolet,Spark LS,NEW,0,12167,CVT,Orange,Black,FWD,92521
2020,Chevrolet,Spark LS,NEW,0,11815,CVT,White,Black,FWD,92521
2014,Ford,E350 Super Duty,USED,47570,17900,Automatic,White,Gray,RWD,92521
2017,Nissan,Sentra SV,USED,24510,5500,CVT,Other,Other,FWD,92521
2018,Ford,Fiesta S Sedan 4D,USED,0,5500,Automanual,Other,Other,FWD,92521
2020,Chevrolet,Spark LS,NEW,0,10990,Automatic,Gray,Black,FWD,92521
2018,Audi,SQ5 3.0T Premium Plus,USED,0,41500,Automatic,White,Black,AWD,92521
2005,Lexus,LS 430 Base,USED,79508,9899,Automatic,Black,Other,RWD,92521
2005,Mazda,RX-8,USED,71050,2200,Automatic,Gray,Gray,FWD,92521
2020,Nissan,Versa S,NEW,0,17985,CVT,White,Gray,FWD,92521
2016,Nissan,NV Passenger NV3500 HD SV V6/SV V8,USED,8940,29387,Automatic,Black,Gray,RWD,92521
2018,Chrysler,Pacifica Limited,USED,8576,25900,Automatic,Black,Brown,FWD,92521
2001,Jaguar,XK8,USED,36427,18900,Automatic,Green,Beige,RWD,92521
2020,Chevrolet,Trax LS,NEW,0,18261,Automatic,Black,Black,FWD,92521
1995,Geo,Tracker LSi,USED,60588,3995,Automatic,Blue,Gray,4x4/4-wheel drive,92521
2000,Honda,Prelude,USED,160931,2995,Automatic,Red,Black,FWD,92521
1994,Honda,del Sol S,USED,51270,10995,Manual,Red,Black,FWD,92521
2018,BMW,640 Gran Turismo i xDrive,USED,16716,37995,Automatic,White,White,AWD,92521
2018,Volvo,S90 Hybrid T8 Inscription,USED,13065,36995,Automatic,White,Orange,AWD,92521
2014,Nissan,Sentra SV,USED,33141,5495,CVT,White,Gray,FWD,92521
2006,Dodge,Caravan SE,USED,88261,5494,Automatic,Silver,Gray,FWD,92521
2012,Ford,E350 Super Duty,USED,37211,15955,Automatic,Gray,Other,RWD,92521
2016,Volkswagen,Eos Komfort Edition,USED,39941,10500,Automatic,Black,Beige,FWD,92521
2017,INFINITI,QX30 Premium,USED,20173,21000,Automatic,White,Gray,AWD,92521
2019,BMW,X7 xDrive40i,USED,7541,69995,Automatic,Gray,Black,AWD,92521
2016,BMW,i8 Base,USED,22668,62900,Automatic,Silver,Gray,AWD,92521
2014,Hyundai,Equus Signature,USED,38618,13999,Automatic,Black,Black,RWD,92521
2014,Chevrolet,Spark 1LT,USED,136983,3195,CVT,Silver,Silver,FWD,92521
2005,Cadillac,XLR Base,USED,48044,16999,Automatic,Other,Gray,RWD,92521
2016,Dodge,Journey SXT,USED,54696,9999,Automatic,Black,Black,FWD,92521
2018,Nissan,Sentra SR,USED,13585,11799,CVT,Gray,Gray,FWD,92521
2006,Hyundai,Tiburon GS,USED,122675,3900,Automatic,Other,Other,FWD,92521
2014,Kia,Rio LX,USED,55818,5990,Automatic,Red,Beige,FWD,92521
2020,Chevrolet,Trax LS,NEW,0,17131,Automatic,White,Black,FWD,92521
2020,Chevrolet,Trax LS,NEW,0,17630,Automatic,Gray,Black,FWD,92521
2020,Chevrolet,Trax LS,NEW,0,17131,Automatic,White,Black,FWD,92521
2020,Chevrolet,Trax LS,NEW,0,17591,Automatic,White,Black,FWD,92521
2018,Ford,Flex SE,USED,43692,13500,Automatic,Gray,Black,FWD,92521
2016,Honda,Fit EX,USED,0,9990,CVT,Red,Black,FWD,92521
2018,Alfa,Romeo Stelvio Ti,USED,10855,27375,Automatic,Black,Black,AWD,92521
2019,Toyota,Highlander XLE,USED,15975,24699,Automatic,Black,Black,FWD,92521
2018,Dodge,Grand Caravan SE,USED,21642,14980,Automatic,White,Black,FWD,92521
2018,GMC,Yukon Denali,USED,0,38489,Automatic,Blue,Brown,4x4/4-wheel drive,92521
2016,Tesla,Model X P90D,USED,28129,64992,Automatic,Black,Black,AWD,92521
2018,Mazda,Mazda6 Sport,USED,4084,14189,Automatic,Blue,Black,FWD,92521
2017,Volvo,XC90 Hybrid T8 Inscription,USED,59845,39965,Automatic,Black,Orange,AWD,92521
2018,Nissan,Murano Platinum,USED,5773,20399,CVT,Gray,Gray,FWD,92521
2019,Cadillac,XT4 Sport,USED,1200,29989,Automatic,White,Black,AWD,92521
2015,Nissan,Armada SV,USED,50754,14991,Automatic,Black,Beige,4x4/4-wheel drive,92521
2007,Ford,E350 Super Duty XLT,USED,238138,6299,Automatic,White,Gray,RWD,92521
1991,Acura,NSX,USED,59562,50000,Manual,Red,Black,RWD,92521
2016,Cadillac,Escalade ESV Platinum,USED,57586,38750,Automatic,White,Black,RWD,92521
2020,Chevrolet,Spark LS,NEW,0,14726,CVT,Red,Black,FWD,92521
2020,Chevrolet,Spark LS,NEW,0,10995,CVT,Gray,Black,FWD,92521
2020,Chevrolet,Spark LS,NEW,0,10995,CVT,Silver,Black,FWD,92521
2010,Subaru,Outback 2.5i Premium,USED,54103,11900,CVT,Silver,Black,AWD,92521
2004,Mazda,RX-8 Base,USED,41300,8500,Manual,Green,Black,RWD,92521
2016,Audi,SQ5 3.0T Premium Plus,USED,43040,31995,Automatic,Gray,Black,AWD,92521
2020,Chevrolet,Spark LS,NEW,0,12405,CVT,White,Black,FWD,92521
2016,Chevrolet,Malibu Limited LTZ,USED,71644,9995,Automatic,Silver,Black,FWD,92521
2020,Chevrolet,Spark LS,NEW,0,14258,CVT,Orange,Black,FWD,92521
2007,Lincoln,Town Car Signature Limited,USED,68159,5750,Automatic,Gray,Gray,FWD,92521
2005,Buick,LeSabre Limited,USED,110202,4995,Automatic,Red,Gray,FWD,92521
2019,Hyundai,Ioniq Hybrid Blue,NEW,0,19355,Automanual,Silver,Beige,FWD,92521
2018,Hyundai,Sonata Limited 2.0T+,USED,10682,17991,Automatic,Black,Black,FWD,92521
2005,Volkswagen,Phaeton V8,USED,64362,10999,Automatic,Silver,Black,AWD,92521
2019,Cadillac,XT4 Sport,USED,0,29900,Automatic,White,Black,AWD,92521
2011,Mercury,Grand Marquis LS,USED,71361,8450,Automatic,Silver,Other,RWD,92521
2005,Chrysler,300C SRT-8,USED,31367,15900,Automatic,Black,Gray,RWD,92521
2012,Mazda,Mazda2 Sport,USED,129009,3934,Automatic,Black,Black,FWD,92521
2020,Hyundai,Palisade Limited,USED,1801,43579,Automatic,Silver,Black,FWD,92521
2006,Mitsubishi,Lancer Evolution IX,USED,75173,18995,Manual,Black,Black,AWD,92521
2011,Land,Rover LR2 Base,USED,91638,7960,Automatic,Black,Beige,4x4/4-wheel drive,92521
2012,Volkswagen,Routan SE,USED,75882,9337,Automatic,Black,Other,FWD,92521
2020,Chevrolet,Trax LS,NEW,0,18414,Automatic,Black,Black,FWD,92521
2019,Hyundai,Ioniq Plug-In Hybrid Limited,USED,5026,24984,Automatic,Blue,Black,FWD,92521
2018,Hyundai,Elantra GT Sport,USED,2005,17950,Automanual,Silver,Black,FWD,92521
2015,Scion,xB Base,USED,31245,10995,Automatic,Silver,Black,FWD,92521
2019,Nissan,Kicks SR,NEW,0,19332,CVT,White,Gray,FWD,92521
2020,Chevrolet,Spark LS,NEW,0,11989,CVT,White,Black,FWD,92521
2020,Chevrolet,Spark LS,NEW,0,12216,CVT,Blue,Black,FWD,92521
2020,Chevrolet,Spark LS,NEW,0,12051,CVT,Gray,Black,FWD,92521
2005,Ford,Excursion Eddie Bauer,USED,92581,17500,Automatic,Green,Gray,RWD,92521
2012,Volkswagen,Golf TDI,USED,20383,6995,Automatic,Blue,Black,FWD,92521
2016,Chevrolet,Malibu Premier,USED,33012,12999,Automatic,Black,Black,FWD,92521
2020,Chevrolet,Spark ACTIV,NEW,0,16277,CVT,Black,Black,FWD,92521
2020,Chevrolet,Spark ACTIV,NEW,0,16198,CVT,Red,Black,FWD,92521
2016,Chevrolet,Malibu Limited LT,USED,64218,9495,Automatic,Beige,Gray,FWD,92521
2020,Chevrolet,Trax LS,NEW,0,18505,Automatic,Gray,Other,FWD,92521
2020,Chevrolet,Spark 2LT,NEW,0,17327,CVT,Orange,Black,FWD,92521
2008,Ford,E350 Super Duty XL,USED,14285,4000,Automatic,Silver,Gray,RWD,92521
2020,Nissan,Versa S,NEW,0,16628,CVT,White,Gray,FWD,92521
2015,Nissan,Juke SL,USED,48205,12449,CVT,White,Black,AWD,92521
2000,Cadillac,Eldorado ETC,USED,68401,5137,Automatic,Silver,Gray,FWD,92521
2020,Chevrolet,Spark LS,NEW,0,12995,CVT,Red,Black,FWD,92521
2005,Buick,Park Avenue Ultra,USED,68520,7988,Automatic,Blue,Gray,FWD,92521
2019,Cadillac,XT4 Premium Luxury,NEW,0,38726,Automatic,Orange,Other,FWD,92521
2020,Chevrolet,Spark LS,NEW,0,12979,CVT,Gray,Black,FWD,92521
2007,Jaguar,XK,USED,42272,9995,Automatic,Silver,Other,RWD,92521
2010,Jeep,Liberty Sport,USED,51000,7900,Automatic,Other,Other,4x4/4-wheel drive,92521
2015,Chrysler,200 Limited,USED,25000,8900,Automatic,Other,Other,FWD,92521
2017,Dodge,Grand Caravan SXT,USED,48303,8795,Automatic,Red,Black,FWD,92521
2014,Hyundai,Equus Signature,USED,55534,17500,Automatic,Silver,Black,RWD,92521
2005,Chrysler,Crossfire Limited,USED,67920,5500,Automatic,Gray,Black,RWD,92521
1995,Lexus,SC 300,USED,169402,2999,Manual,White,Beige,RWD,92521
2020,Chevrolet,Spark 1LT,NEW,0,15433,CVT,Red,Black,FWD,92521
2011,Nissan,Murano CrossCabriolet Base,USED,0,14995,CVT,Gray,Black,AWD,92521
2007,Jeep,Commander Sport,USED,129339,3900,Automatic,White,Beige,4x4/4-wheel drive,92521
2020,Lincoln,Nautilus Reserve,NEW,0,56378,Automatic,Red,Beige,AWD,92521
2016,Dodge,Journey R/T,USED,42415,14903,Automatic,Gray,Black,AWD,92521
2020,Chevrolet,Spark LS,NEW,0,11815,CVT,Black,Black,FWD,92521
2019,Cadillac,XT4 Premium Luxury,NEW,0,31128,Automatic,Orange,Black,FWD,92521
2020,Chevrolet,Spark LS,NEW,0,10990,Automatic,Black,Black,FWD,92521
2020,Chevrolet,Spark LS,NEW,0,10990,Automatic,Red,Black,FWD,92521
2020,Chevrolet,Spark LS,NEW,0,10990,Automatic,Red,Black,FWD,92521
2019,Hyundai,Santa Fe XL SE,USED,4975,22900,Automatic,Blue,Gray,AWD,92521
2020,Chevrolet,Trax LS,NEW,0,19744,Automatic,White,Black,AWD,92521
2015,INFINITI,Q40 Base,USED,67000,7500,Automatic,Gray,Other,AWD,92521
2010,Chevrolet,Suburban 1500 LTZ,USED,62400,16895,Automatic,White,Other,4x4/4-wheel drive,92521
2013,Volkswagen,Passat 2.0 TDI SEL Premium,USED,70355,6995,Automatic,Black,Beige,FWD,92521
2019,Lamborghini,Urus Base,USED,0,249000,Automatic,White,Black,AWD,92521
2016,Mercedes-Benz,Maybach S S 600,USED,12000,83995,Automatic,Black,Black,RWD,92521
2017,Volkswagen,Beetle 1.8T SE,USED,11902,13990,Automatic,Gray,Black,FWD,92521
2016,Dodge,Grand Caravan AVP/SE,USED,29030,10995,Automatic,White,Black,FWD,92521
2019,Lamborghini,Urus Base,USED,0,247942,Automatic,Other,Black,AWD,92521
2011,Buick,Lucerne CXL,USED,14658,9100,Automatic,Gray,Gray,FWD,92521
2018,Genesis,G90 5.0 Ultimate,USED,0,44994,Automatic,White,Beige,RWD,92521
2020,Chevrolet,Trax LS,NEW,0,17091,Automatic,Gray,Black,FWD,92521
2020,Chevrolet,Trax LS,NEW,0,16881,Automatic,Gray,Black,FWD,92521
2020,Chevrolet,Trax LS,NEW,0,16381,Automatic,White,Gray,FWD,92521
2020,Chevrolet,Trax LS,NEW,0,16381,Automatic,Silver,Black,FWD,92521
2015,Jeep,Renegade Sport,USED,40701,9490,Automatic,Black,Black,FWD,92521
2020,Chevrolet,Trax LS,NEW,0,17131,Automatic,Black,Black,FWD,92521
2018,Toyota,Corolla iM Base,USED,7034,11990,CVT,White,Black,FWD,92521
