Year,Brand,Model,Title,Mile,Price,Transmition,EXT_COLOR,INT_COLOR,Derivtrain,zipcode
2020,Nissan,Versa S,NEW,0,16515,CVT,Black,Gray,FWD,89107
2020,Chevrolet,Trax LS,NEW,0,16513,Automatic,White,Black,FWD,89107
2020,Chevrolet,Spark 1LT,NEW,0,13485,CVT,Orange,Black,FWD,89107
2010,Honda,Accord Crosstour EX-L,USED,109588,7995,Automatic,White,Beige,FWD,89107
2006,Chrysler,Crossfire Limited,USED,84700,4950,Automatic,Brown,Gray,RWD,89107
2016,Mitsubishi,Outlander Sport 2.4 SEL,USED,43577,11999,CVT,Black,Black,4x4/4-wheel drive,89107
2020,Ford,Transit Connect XLT,NEW,0,25042,Automatic,White,Other,FWD,89107
2016,Chevrolet,Malibu Limited LTZ,USED,71644,9995,Automatic,Silver,Black,FWD,89107
2020,Chevrolet,Trax LS,NEW,0,17856,Automatic,Gray,Black,FWD,89107
2020,Chevrolet,Trax LS,NEW,0,19790,Automatic,White,Black,FWD,89107
2020,Ford,EcoSport SE,NEW,0,21803,Automatic,Red,Black,FWD,89107
2020,Chevrolet,Trax LS,NEW,0,17195,Automatic,White,Black,FWD,89107
2020,Chevrolet,Spark LS,NEW,0,11921,CVT,Black,Black,FWD,89107
2020,Chevrolet,Trax LS,NEW,0,17545,Automatic,Gray,Black,FWD,89107
2014,Scion,tC Base,USED,68327,7499,Automatic,Blue,Black,FWD,89107
2020,Hyundai,Palisade SEL,USED,0,34900,Automatic,Other,Black,AWD,89107
2020,Chevrolet,Trax LS,NEW,0,21978,Automatic,White,Other,FWD,89107
2020,Chevrolet,Trax LS,NEW,0,16850,Automatic,Silver,Other,FWD,89107
2020,Chevrolet,Malibu RS,NEW,0,21947,Automatic,Black,Black,FWD,89107
2020,Chevrolet,Malibu RS,NEW,0,21947,Automatic,Silver,Black,FWD,89107
2020,Chevrolet,Trax LS,NEW,0,18371,Automatic,Black,Black,FWD,89107
2020,Chevrolet,Trax LS,NEW,0,17634,Automatic,White,Black,FWD,89107
2009,Saturn,Outlook XE,USED,48106,8450,Automatic,Red,Beige,FWD,89107
2020,Nissan,Versa S,NEW,0,16062,CVT,Blue,Gray,FWD,89107
2010,GMC,Terrain SLT-2,USED,117716,8403,Automatic,Gold,Black,FWD,89107
2020,Chevrolet,Spark LS,NEW,0,13800,CVT,Orange,Black,FWD,89107
2020,Chevrolet,Trax LS,NEW,0,19080,Automatic,Silver,Black,FWD,89107
2020,Chevrolet,Trax LS,NEW,0,18422,Automatic,White,Black,FWD,89107
2020,Chevrolet,Trax LS,NEW,0,18979,Automatic,Black,Black,FWD,89107
2020,Chevrolet,Trax LS,NEW,0,18979,Automatic,White,Black,FWD,89107
2020,Chevrolet,Trax LS,NEW,0,18979,Automatic,White,Black,FWD,89107
2020,Chevrolet,Trax LS,NEW,0,18979,Automatic,White,Black,FWD,89107
2020,Chevrolet,Trax LS,NEW,0,18979,Automatic,White,Black,FWD,89107
2020,Chevrolet,Trax LS,NEW,0,18979,Automatic,White,Black,FWD,89107
2020,Chevrolet,Spark LS,NEW,0,15410,CVT,Blue,Black,FWD,89107
2016,Maserati,Quattroporte S,USED,41530,27700,Automatic,White,Black,RWD,89107
2020,Chevrolet,Trax LS,NEW,0,18545,Automatic,White,Black,FWD,89107
2016,Lincoln,MKT EcoBoost,USED,30147,23798,Automatic,Red,Black,AWD,89107
2020,Chevrolet,Trax LS,NEW,0,15769,Automatic,Gray,Black,FWD,89107
2020,Chevrolet,Trax LS,NEW,0,16105,Automatic,Silver,Black,FWD,89107
2018,INFINITI,QX30 Pure,USED,0,18988,Automatic,White,Gray,FWD,89107
2020,Chevrolet,Trax LS,NEW,0,18238,Automatic,White,Black,FWD,89107
1992,Honda,Prelude S,USED,261237,2668,Manual,Black,Black,FWD,89107
2020,Chevrolet,Trax LS,NEW,0,18969,Automatic,Silver,Black,FWD,89107
2017,Mercedes-Benz,AMG CLS 63 S-Model 4MATIC,USED,59465,58801,Automatic,Black,Other,AWD,89107
2020,Chevrolet,Trax LS,NEW,0,19006,Automatic,Black,Black,FWD,89107
2017,Nissan,Versa 1.6 S+,USED,78740,5950,CVT,Brown,Black,FWD,89107
2008,Nissan,350Z,USED,108372,4795,Manual,Red,Black,RWD,89107
2020,Chevrolet,Trax LS,NEW,0,15467,Automatic,White,Black,FWD,89107
2020,Chevrolet,Spark LS,NEW,0,13290,CVT,Blue,Black,FWD,89107
2020,Chevrolet,Spark 1LT,NEW,0,15582,CVT,Red,Black,FWD,89107
2002,Buick,Rendezvous CX,USED,90002,2999,Automatic,Other,Gray,FWD,89107
2020,Nissan,Rogue SL,NEW,0,29349,CVT,Gray,Gray,FWD,89107
2008,Jeep,Liberty Sport,USED,61451,7490,Automatic,White,Beige,4x4/4-wheel drive,89107
2019,Ford,Transit-150 Base,NEW,0,26800,Automatic,White,Gray,RWD,89107
2020,Ford,EcoSport Titanium,NEW,0,22587,Automatic,Black,Gray,FWD,89107
2020,Ford,EcoSport Titanium,NEW,0,22587,Automatic,Black,Black,FWD,89107
2020,Ford,EcoSport Titanium,NEW,0,22946,Automatic,Red,Black,FWD,89107
2020,Ford,EcoSport Titanium,NEW,0,22587,Automatic,Red,Black,FWD,89107
2020,Ford,EcoSport Titanium,NEW,0,22587,Automatic,Silver,Black,FWD,89107
2020,Ford,EcoSport Titanium,NEW,0,23128,Automatic,White,Black,FWD,89107
2020,Ford,EcoSport Titanium,NEW,0,22587,Automatic,White,Gray,FWD,89107
2020,Ford,EcoSport Titanium,NEW,0,23128,Automatic,White,Black,FWD,89107
2020,Ford,EcoSport Titanium,NEW,0,22999,Automatic,White,Gray,FWD,89107
2020,Ford,EcoSport S,NEW,0,20422,Automatic,White,Gray,FWD,89107
2020,Chevrolet,Trax LS,NEW,0,14730,Automatic,Black,Black,FWD,89107
2020,Nissan,Rogue SV,NEW,0,26201,CVT,Gray,Gray,FWD,89107
2016,Buick,Encore Base,USED,41794,13999,Automatic,White,Gray,FWD,89107
2020,Chevrolet,Spark 1LT,NEW,0,16557,CVT,Blue,Black,FWD,89107
2020,Chevrolet,Trax LS,NEW,0,16424,Automatic,Black,Black,FWD,89107
2000,Volkswagen,Eurovan MV,USED,181606,3999,Automatic,Red,Gray,FWD,89107
2020,Ford,EcoSport SES,NEW,0,26000,Automatic,Gray,Black,4x4/4-wheel drive,89107
2020,Nissan,Rogue Sport SL,NEW,0,32505,CVT,Silver,Gray,AWD,89107
2020,Nissan,Rogue SV,NEW,0,28255,CVT,Silver,Gray,AWD,89107
2020,Chevrolet,Spark LS,NEW,0,12167,CVT,Blue,Black,FWD,89107
2018,Ford,Transit-350 Base,NEW,0,34995,Automatic,White,Other,RWD,89107
2020,Chevrolet,Spark LS,NEW,0,10990,Automatic,Black,Black,FWD,89107
2020,Chevrolet,Spark LS,NEW,0,9999,CVT,White,Black,FWD,89107
2009,Dodge,Journey SXT,USED,115833,4995,Automatic,Gold,Beige,AWD,89107
2013,Hyundai,Elantra GLS,USED,61370,7688,Automatic,Silver,Gray,FWD,89107
2017,Chevrolet,Malibu 1LT,USED,47646,10995,Automatic,Black,Black,FWD,89107
2020,Nissan,Versa S,NEW,0,16210,CVT,Gray,Gray,FWD,89107
2020,Nissan,Versa S,NEW,0,18235,CVT,Gray,Gray,FWD,89107
2020,Nissan,Versa S,NEW,0,16452,CVT,Gray,Gray,FWD,89107
2020,Nissan,Versa S,NEW,0,16462,CVT,Gray,Gray,FWD,89107
1971,Cadillac,Fleetwood AC-DVD-PWR STS-REAR VIEW CAMERA,USED,37530,12990,Automatic,Green,Black,Unknown,89107
2020,Chevrolet,Spark LS,NEW,0,11734,Automatic,Silver,Black,FWD,89107
2020,Nissan,Rogue SL,NEW,0,27697,CVT,Silver,Gray,FWD,89107
2020,Chevrolet,Trax LT,NEW,0,18669,Automatic,Gray,Black,FWD,89107
2012,Mazda,MazdaSpeed3 Touring,USED,34478,12999,Manual,White,Black,FWD,89107
2009,Pontiac,Vibe Base,USED,64900,4990,Automatic,White,Gray,FWD,89107
2010,MINI,Cooper S Clubman,USED,133151,4999,Automatic,Gray,Beige,FWD,89107
2020,MINI,Hardtop Cooper S,NEW,0,32455,Automatic,Gray,Black,FWD,89107
2016,INFINITI,Q70L 3.7X,USED,38336,18495,Automatic,Black,Gray,AWD,89107
2020,Nissan,Versa S,NEW,0,14868,Manual,Silver,Gray,FWD,89107
2018,Nissan,Altima 2.5 SR,USED,9421,16995,CVT,White,Black,FWD,89107
2018,Buick,Enclave Premium,USED,0,30999,Automatic,Red,Other,AWD,89107
2020,Chevrolet,Spark 1LT,NEW,0,14403,CVT,Orange,Black,FWD,89107
2017,Audi,S7 4.0T Premium Plus,USED,20125,53900,Automatic,Gray,Black,AWD,89107
2020,Ford,EcoSport SES,NEW,0,23453,Automatic,Black,Black,4x4/4-wheel drive,89107
2020,Chevrolet,Spark LS,NEW,0,15195,CVT,Black,Black,FWD,89107
2020,Chevrolet,Spark LS,NEW,0,15195,CVT,Gray,Black,FWD,89107
2010,Ford,Explorer Sport Trac Limited,USED,49039,23471,Automatic,Silver,Gray,AWD,89107
2020,Ford,EcoSport SE,NEW,0,20488,Automatic,Red,Black,FWD,89107
2020,Ford,EcoSport SE,NEW,0,22311,Automatic,White,Gray,FWD,89107
2020,Chevrolet,Trax LS,NEW,0,18248,Automatic,White,Gray,FWD,89107
2020,Chevrolet,Spark 1LT,NEW,0,13129,CVT,Red,Black,FWD,89107
2019,Chevrolet,Trax LT,NEW,0,14995,Automatic,White,Black,FWD,89107
2020,Hyundai,Accent SE,NEW,0,15020,Manual,White,Black,FWD,89107
2020,Nissan,Versa 1.6 S,NEW,0,16315,Manual,Silver,Other,FWD,89107
2020,Chevrolet,Spark LS,NEW,0,11594,CVT,Red,Black,FWD,89107
2020,Chevrolet,Spark LS,NEW,0,11594,CVT,Red,Black,FWD,89107
2020,Chevrolet,Spark LS,NEW,0,14590,CVT,Orange,Black,FWD,89107
2020,Nissan,Versa S,NEW,0,16661,CVT,Blue,Gray,FWD,89107
2015,Cadillac,ATS 2.0L Turbo Luxury,USED,37042,14950,Automatic,Black,Black,AWD,89107
2020,Chevrolet,Spark LS,NEW,0,15590,CVT,Blue,Black,FWD,89107
2019,Ford,EcoSport SE,NEW,0,16750,Automatic,Red,Gray,FWD,89107
2020,Ford,EcoSport SES,NEW,0,25966,Automatic,Silver,Black,4x4/4-wheel drive,89107
2006,Mercedes-Benz,SL500 Roadster,USED,93300,9700,Automatic,Red,Gray,RWD,89107
2018,Mercedes-Benz,Sprinter 2500 144,USED,4511,67900,Automatic,Silver,Gray,4x4/4-wheel drive,89107
2015,Lexus,GS 350 Base,USED,41753,19500,Automatic,Gray,Black,AWD,89107
2020,Chevrolet,Trax LS,NEW,0,17290,Automatic,Gray,Other,FWD,89107
2020,Chevrolet,Trax LS,NEW,0,21640,Automatic,White,Black,FWD,89107
2020,Chevrolet,Spark LS,NEW,0,12477,CVT,Red,Black,FWD,89107
2020,Chevrolet,Spark 1LT,NEW,0,15785,CVT,Orange,Black,FWD,89107
2020,Nissan,Versa S,NEW,0,18015,CVT,Silver,Gray,FWD,89107
2020,Chevrolet,Spark LS,NEW,0,13002,CVT,Gray,Other,FWD,89107
2016,Mercedes-Benz,AMG GT AMG GT S,USED,0,65997,Automatic,Black,Other,RWD,89107
2015,Hyundai,Equus Signature,USED,38070,23995,Automatic,Black,Black,RWD,89107
2020,Chevrolet,Trax LS,NEW,0,18276,Automatic,Black,Black,FWD,89107
2004,Buick,Century,USED,69000,3799,Automatic,Green,Beige,FWD,89107
2020,Chevrolet,Trax LS,NEW,0,17634,Automatic,Black,Black,FWD,89107
2019,Volkswagen,Atlas 3.6 V6 SE R-Line,USED,7033,33948,Automatic,White,Beige,AWD,89107
2019,Kia,Rio LX,NEW,0,14991,Automatic,White,Black,FWD,89107
2020,Nissan,Versa S,NEW,0,16754,CVT,White,Gray,FWD,89107
2020,Chevrolet,Trax LS,NEW,0,18979,Automatic,Gray,Black,FWD,89107
2020,Nissan,Rogue Sport SL,NEW,0,27880,CVT,Red,Gray,FWD,89107
2020,Chevrolet,Spark LS,NEW,0,13660,CVT,Red,Black,FWD,89107
2007,Toyota,Tacoma Double Cab,USED,79760,13000,Automatic,Other,Other,4x4/4-wheel drive,89107
2020,Chevrolet,Spark LS,NEW,0,13995,CVT,White,Other,FWD,89107
2020,Chevrolet,Spark LS,NEW,0,13995,CVT,Red,Other,FWD,89107
2020,Chevrolet,Spark 1LT,NEW,0,16609,CVT,Blue,Black,FWD,89107
2020,Chevrolet,Spark LS,NEW,0,15195,CVT,White,Black,FWD,89107
2020,Chevrolet,Trax LS,NEW,0,19699,Automatic,White,Black,AWD,89107
2020,Chevrolet,Spark 1LT,NEW,0,14892,CVT,Black,Black,FWD,89107
2020,Chevrolet,Spark 1LT,NEW,0,14892,CVT,Silver,Black,FWD,89107
2007,INFINITI,G35 Base,USED,98232,7552,Automatic,Silver,Gray,RWD,89107
2018,Hyundai,Sonata Hybrid Limited,USED,13759,22991,Automatic,Silver,Gray,FWD,89107
2017,INFINITI,Q50 3.0T Red Sport 400,USED,17657,22899,Automatic,Gray,Black,RWD,89107
2020,Chevrolet,Trax LS,NEW,0,18195,Automatic,White,Black,FWD,89107
2020,Nissan,Versa S,NEW,0,15417,CVT,Blue,Black,FWD,89107
2020,Nissan,Versa S,NEW,0,17985,CVT,White,Gray,FWD,89107
2020,Chevrolet,Spark LS,NEW,0,14458,Automatic,Blue,Black,FWD,89107
2020,Chevrolet,Spark LS,NEW,0,14094,Automatic,White,Black,FWD,89107
2005,Ford,Excursion Limited,USED,93502,7495,Automatic,Gold,Gray,4x4/4-wheel drive,89107
2020,Chevrolet,Trax LS,NEW,0,14061,Automatic,Silver,Black,FWD,89107
2017,Lincoln,MKX Reserve,USED,28222,23899,Automatic,Black,Beige,AWD,89107
2020,Chevrolet,Trax LS,NEW,0,12830,Automatic,Gray,Black,FWD,89107
2020,Chevrolet,Trax LS,NEW,0,12830,Automatic,Gray,Black,FWD,89107
2012,GMC,Sierra 1500 SLE,USED,37000,14700,Automatic,Other,Other,4x4/4-wheel drive,89107
2020,Nissan,Versa 1.6 SR,NEW,0,17267,CVT,Black,Gray,FWD,89107
2020,Chevrolet,Spark 1LT,NEW,0,14727,CVT,White,Black,FWD,89107
2020,Chevrolet,Spark 1LT,NEW,0,13247,CVT,Black,Black,FWD,89107
2020,Jeep,Renegade Trailhawk,NEW,0,28684,Automatic,White,Black,4x4/4-wheel drive,89107
2020,Nissan,Rogue SV,NEW,0,26376,CVT,Blue,Gray,FWD,89107
2020,Nissan,Rogue SV,NEW,0,27489,CVT,White,Beige,FWD,89107
2018,Buick,Regal TourX Essence,BUICK CERTIFIED,22405,27590,Automatic,Gray,Gray,AWD,89107
2007,Ford,Explorer Sport Trac Limited,USED,79000,11995,Automatic,Gray,Beige,4x4/4-wheel drive,89107
2020,Ford,EcoSport SES,NEW,0,26000,Automatic,Black,Black,4x4/4-wheel drive,89107
2020,Chevrolet,Spark LS,NEW,0,13195,Automatic,Black,Black,FWD,89107
2006,Mercedes-Benz,R500 4MATIC,USED,61062,10900,Automatic,Gray,Beige,AWD,89107
2020,Chevrolet,Trax LS,NEW,0,15570,Automatic,Gray,Black,FWD,89107
2020,Chevrolet,Trax LS,NEW,0,15570,Automatic,Gray,Black,FWD,89107
2020,Chevrolet,Trax LS,NEW,0,15570,Automatic,Gray,Black,FWD,89107
2016,Ford,Taurus SEL,USED,20183,14499,Automatic,Gray,Black,FWD,89107
2020,Chevrolet,Trax LS,NEW,0,13657,Automatic,Gray,Black,FWD,89107
2020,Chevrolet,Trax LS,NEW,0,13657,Automatic,Gray,Black,FWD,89107
2017,Nissan,Rogue Sport S,USED,16485,12479,CVT,Gray,Black,AWD,89107
2009,Cadillac,Escalade Hybrid,USED,144971,7895,CVT,White,Beige,4x4/4-wheel drive,89107
2020,Chevrolet,Trax LS,NEW,0,19905,Automatic,Black,Other,AWD,89107
2011,Honda,Accord Crosstour EX-L,USED,0,10995,Automatic,Black,Black,4x4/4-wheel drive,89107
2007,Chevrolet,Cobalt LT,USED,87000,3950,Automatic,Red,Gray,FWD,89107
2020,Nissan,Versa 1.6 SR,NEW,0,16637,CVT,Blue,Gray,FWD,89107
2020,Chevrolet,Trax LT,NEW,0,24645,Automatic,Silver,Black,FWD,89107
2019,Cadillac,ATS 2.0L Turbo,NEW,0,26840,Automatic,Gray,Black,RWD,89107
2013,Lincoln,Navigator Base,USED,44853,15977,Automatic,Silver,Black,RWD,89107
2020,Chevrolet,Malibu 1LS,NEW,0,22565,CVT,White,Black,FWD,89107
2020,Nissan,Versa S,NEW,0,16247,CVT,Blue,Gray,FWD,89107
2020,Nissan,Versa S,NEW,0,16271,CVT,White,Gray,FWD,89107
2020,Nissan,Versa S,NEW,0,16068,CVT,Silver,Gray,FWD,89107
2008,Toyota,FJ Cruiser,USED,0,16299,Automatic,Silver,Gray,4x4/4-wheel drive,89107
2010,Chevrolet,Malibu 1LT,USED,55825,5999,Automatic,Brown,Gray,FWD,89107
2020,Hyundai,Elantra Value Edition,NEW,0,19070,CVT,Silver,Gray,FWD,89107
2010,Audi,S6 5.2 Prestige quattro,USED,89409,13987,Automatic,Silver,Black,AWD,89107
2020,Chevrolet,Spark LS,NEW,0,15195,CVT,Beige,Black,FWD,89107
2020,Chevrolet,Spark LS,NEW,0,15195,CVT,White,Black,FWD,89107
2019,Chevrolet,Trax LS,NEW,0,19929,Automatic,Blue,Black,AWD,89107
2016,Chevrolet,SS Base,USED,45648,34853,Other / Unknown,White,Black,RWD,89107
2020,Chevrolet,Spark 1LT,NEW,0,15263,CVT,Black,Black,FWD,89107
2020,Chevrolet,Spark 1LT,NEW,0,15263,CVT,Silver,Black,FWD,89107
2016,Chevrolet,Sonic LT,USED,51975,7988,Automatic,Gray,Black,FWD,89107
2019,MINI,Hardtop Cooper S,NEW,0,34995,Automatic,Blue,Black,FWD,89107
2020,Chevrolet,Spark 1LT,NEW,0,13129,CVT,Red,Black,FWD,89107
2020,Chrysler,Pacifica Hybrid Limited,NEW,0,46585,Automatic,White,Other,FWD,89107
2020,Chevrolet,Spark LS,NEW,0,10995,CVT,Gray,Black,FWD,89107
2020,Ford,EcoSport Titanium,NEW,0,24597,Automatic,Blue,Gray,4x4/4-wheel drive,89107
2016,Nissan,370Z Sport,USED,41378,18700,Manual,Black,Black,RWD,89107
2020,Chevrolet,Spark LS,NEW,0,15195,CVT,Red,Black,FWD,89107
2004,Ford,Excursion Limited,USED,0,15994,Automatic,Beige,Beige,4x4/4-wheel drive,89107
2020,Chevrolet,Trax LS,NEW,0,17223,Automatic,Black,Black,FWD,89107
2016,Land,Rover LR4 Base,USED,38242,38495,Automatic,Gray,Black,4x4/4-wheel drive,89107
2016,Chrysler,Town & Country Touring,USED,72113,11995,Automatic,Red,Black,FWD,89107
2020,Chevrolet,Spark 1LT,NEW,0,16245,CVT,White,Black,FWD,89107
2020,Chevrolet,Spark 1LT,NEW,0,16095,CVT,Black,Other,FWD,89107
2020,Chevrolet,Spark LS,NEW,0,13822,CVT,Silver,Black,FWD,89107
2020,Chevrolet,Trax LS,NEW,0,17290,Automatic,Black,Other,FWD,89107
2020,Chevrolet,Spark 1LT,NEW,0,16028,CVT,White,Black,FWD,89107
2020,Chevrolet,Trax LS,NEW,0,20345,Automatic,Black,Black,AWD,89107
2020,Nissan,Rogue SL,NEW,0,32776,CVT,Blue,Gray,AWD,89107
2019,Cadillac,XT4 Premium Luxury,NEW,0,43055,Automatic,Gray,Gray,FWD,89107
2005,Hummer,H2,USED,0,12900,Automatic,Green,Black,4x4/4-wheel drive,89107
2015,BMW,i8 Base,USED,22944,63000,Automatic,White,Brown,AWD,89107
1999,Chevrolet,Prizm Base,USED,99426,3995,Automatic,Silver,Gray,FWD,89107
2020,Nissan,Kicks SV,NEW,0,21322,CVT,Gray,Gray,FWD,89107
2012,Hyundai,Veloster Base,USED,125058,3600,Automatic,Red,Black,FWD,89107
2020,Chevrolet,Spark LS,NEW,0,10644,CVT,Red,Black,FWD,89107
2020,Chevrolet,Trax LS,NEW,0,18371,Automatic,White,Black,FWD,89107
2020,Chevrolet,Trax LS,NEW,0,18414,Automatic,Gray,Black,FWD,89107
2020,Chevrolet,Trax LS,NEW,0,19400,Automatic,Black,Black,AWD,89107
2020,Chevrolet,Trax LS,NEW,0,13969,Automatic,Silver,Black,FWD,89107
2020,Chevrolet,Spark LS,NEW,0,14998,Automatic,Silver,Black,FWD,89107
2020,Chevrolet,Spark LS,NEW,0,11999,CVT,White,Black,FWD,89107
2020,Chevrolet,Trax LS,NEW,0,19315,Automatic,White,Black,FWD,89107
2020,Chevrolet,Trax LS,NEW,0,19315,Automatic,White,Black,FWD,89107
2020,Nissan,Rogue SL,NEW,0,31606,CVT,Gray,Gray,AWD,89107
2020,Chevrolet,Trax LT,NEW,0,20360,Automatic,White,Black,FWD,89107
2020,Chevrolet,Trax LT,NEW,0,20360,Automatic,White,Black,FWD,89107
2020,Chevrolet,Trax LS,NEW,0,16637,Automatic,Gray,Black,FWD,89107
2019,Nissan,Versa 1.6 S+,NEW,0,14202,CVT,Gray,Gray,FWD,89107
2019,Nissan,Versa 1.6 S+,NEW,0,13985,CVT,Gray,Gray,FWD,89107
2019,Chevrolet,Trax LT,NEW,0,25580,Automatic,Silver,Black,AWD,89107
2020,Chevrolet,Trax LS,NEW,0,17724,Automatic,Gray,Black,FWD,89107
2020,Chevrolet,Trax LS,NEW,0,17724,Automatic,Gray,Black,FWD,89107
2020,Chevrolet,Spark LS,NEW,0,15195,CVT,Silver,Black,FWD,89107
2020,Chevrolet,Spark 1LT,NEW,0,14948,CVT,Blue,Black,FWD,89107
2020,Chevrolet,Spark 1LT,NEW,0,16095,CVT,Gray,Black,FWD,89107
2020,Chevrolet,Trax LS,NEW,0,19699,Automatic,Silver,Black,AWD,89107
2020,Ford,EcoSport Titanium,NEW,0,26046,Automatic,Black,Black,4x4/4-wheel drive,89107
2020,Chevrolet,Spark 1LT,NEW,0,16961,CVT,Silver,Black,FWD,89107
2020,Chevrolet,Spark LS,NEW,0,14590,CVT,Orange,Other,FWD,89107
2020,Chevrolet,Trax LS,NEW,0,20321,Automatic,Silver,Black,AWD,89107
2017,BMW,740 i,USED,26090,36488,Automatic,Blue,Black,RWD,89107
2010,Honda,Insight LX,USED,83420,4450,CVT,Gray,Gray,FWD,89107
2020,Chevrolet,Trax LS,NEW,0,18334,Automatic,Gray,Other,FWD,89107
2007,Land,Rover LR3 HSE,USED,131297,7999,Automatic,Black,Beige,4x4/4-wheel drive,89107
2020,Nissan,Versa S,NEW,0,15795,CVT,Black,Black,FWD,89107
2020,Nissan,Versa S,NEW,0,15507,CVT,Black,Black,FWD,89107
2020,Ford,EcoSport SES,NEW,0,22863,Automatic,White,Other,4x4/4-wheel drive,89107
2020,Nissan,Rogue Sport SV,NEW,0,26663,CVT,Green,Gray,AWD,89107
2020,Chevrolet,Spark LS,NEW,0,14351,CVT,Silver,Black,FWD,89107
2020,Chevrolet,Spark LS,NEW,0,14711,CVT,Orange,Black,FWD,89107
2020,Chevrolet,Spark LS,NEW,0,14351,CVT,Red,Black,FWD,89107
2020,Chevrolet,Spark LS,NEW,0,14411,CVT,Orange,Black,FWD,89107
2020,Chevrolet,Spark LS,NEW,0,14375,CVT,Gray,Black,FWD,89107
2020,Chevrolet,Trax LS,NEW,0,15467,Automatic,Gray,Black,FWD,89107
2020,Chevrolet,Spark 1LT,NEW,0,14727,CVT,White,Black,FWD,89107
2020,Chevrolet,Trax LS,NEW,0,15467,Automatic,Black,Black,FWD,89107
2020,Nissan,Rogue SL,NEW,0,31485,CVT,Black,Gray,FWD,89107
2020,Nissan,Rogue SL,NEW,0,31485,CVT,Black,Gray,FWD,89107
2020,Nissan,Rogue SL,NEW,0,30985,CVT,Silver,Gray,FWD,89107
2020,Chevrolet,Spark LS,NEW,0,13445,CVT,Red,Black,FWD,89107
2020,Chevrolet,Trax LS,NEW,0,17465,Automatic,Gray,Black,FWD,89107
2020,Nissan,Versa S,NEW,0,16710,CVT,Black,Gray,FWD,89107
2020,Chevrolet,Trax LS,NEW,0,17311,Automatic,Gray,Black,FWD,89107
2002,Lincoln,Town Car Cartier,USED,105759,3300,Automatic,Beige,Beige,RWD,89107
2020,Ford,EcoSport SES,NEW,0,24172,Automatic,Black,Black,4x4/4-wheel drive,89107
2019,Nissan,Kicks SV,NEW,0,16870,CVT,Silver,Gray,FWD,89107
2020,Chevrolet,Spark 1LT,NEW,0,16245,CVT,White,Other,FWD,89107
2012,smart,ForTwo Pure,USED,45672,6980,Automatic,Blue,Black,RWD,89107
2020,Chevrolet,Spark LS,NEW,0,14226,CVT,Silver,Black,FWD,89107
2005,Jeep,Liberty Sport,USED,110885,2998,Automatic,Black,Gray,4x4/4-wheel drive,89107
2020,Nissan,Versa S,NEW,0,16185,CVT,White,Gray,FWD,89107
2020,Nissan,Versa S,NEW,0,16185,CVT,Black,Gray,FWD,89107
2015,GMC,Acadia SLE-1,USED,53024,13999,Automatic,White,Black,FWD,89107
2020,Chevrolet,Trax LS,NEW,0,21169,Automatic,Gray,Black,FWD,89107
2020,Chevrolet,Trax LS,NEW,0,18345,Automatic,Gray,Black,FWD,89107
2017,Volvo,S60 T5 Inscription Platinum,USED,18740,18299,Automatic,White,Black,FWD,89107
2019,Nissan,Pathfinder SV,USED,31041,20297,CVT,Silver,Other,FWD,89107
2020,Nissan,Versa S,NEW,0,16217,CVT,Silver,Gray,FWD,89107
2020,Ford,Fusion Hybrid SE,NEW,0,28745,CVT,Black,Black,FWD,89107
2015,Cadillac,Escalade Luxury,USED,56391,21000,Automatic,White,Beige,4x4/4-wheel drive,89107
2018,Chrysler,Pacifica Hybrid Limited,USED,0,32990,Automatic,Gray,Other,FWD,89107
2013,Ford,Edge Sport,USED,56538,11499,Automatic,Black,Black,FWD,89107
2019,Mazda,CX-9 Grand Touring,USED,10310,32777,Automatic,White,Black,AWD,89107
2015,Honda,Fit EX-L,USED,6564,11299,CVT,Black,Black,FWD,89107
2013,Audi,TTS 2.0T Prestige quattro,USED,31682,20000,Automatic,Black,Other,AWD,89107
2016,Chevrolet,Silverado 1500 LTZ,USED,38611,25492,Automatic,Gray,Black,4x4/4-wheel drive,89107
2016,Ford,Transit-150 Base,USED,63143,16995,Automatic,White,Other,RWD,89107
2015,Chevrolet,Silverado 1500 LTZ,USED,82836,21995,Automatic,White,Brown,4x4/4-wheel drive,89107
2020,Chevrolet,Trax LS,NEW,0,18000,Automatic,Black,Black,FWD,89107
2019,RAM,1500 Classic Tradesman,NEW,0,32470,Automatic,Gray,Black,4x4/4-wheel drive,89107
2020,Kia,Forte GT-Line,NEW,0,19365,CVT,White,Black,FWD,89107
2007,Chevrolet,Avalanche 1500 LT,USED,126000,5000,Automatic,Black,Gray,4x4/4-wheel drive,89107
2011,Toyota,Corolla Base,USED,66000,7900,Automatic,Red,Black,FWD,89107
2020,Chevrolet,Spark LS,NEW,0,10961,Manual,Gray,Black,FWD,89107
2013,Ford,Focus SE,USED,95433,5987,Automatic,White,Other,FWD,89107
2020,Ford,EcoSport Titanium,NEW,0,22978,Automatic,White,Gray,FWD,89107
2020,Chevrolet,Spark LS,NEW,0,11894,CVT,Silver,Black,FWD,89107
2020,Chevrolet,Spark 1LT,NEW,0,13129,CVT,Red,Black,FWD,89107
2020,Chevrolet,Spark 1LT,NEW,0,13129,CVT,Red,Black,FWD,89107
2019,Lincoln,MKT Standard,USED,24034,29450,Automatic,Black,Black,AWD,89107
2020,Chevrolet,Spark 1LT,NEW,0,16325,CVT,Red,Black,FWD,89107
